date_time,traffic_volume,is_interpolated
2013-04-11,2419.0,0
2013-04-12,4288.365384615385,0
2013-04-13,2506.25,0
2013-04-14,1803.2,0
2013-04-15,4056.7567567567567,0
2013-04-16,3729.0416666666665,0
2013-04-17,3662.695652173913,0
2013-04-18,2464.214285714286,0
2013-04-19,3510.3166666666666,0
2013-04-20,2604.6285714285714,0
2013-04-21,2434.1666666666665,0
2013-04-22,3202.527777777778,0
2013-04-23,3786.3695652173915,0
2013-04-24,3064.035714285714,0
2013-04-25,4057.9615384615386,0
2013-04-26,3922.125,0
2013-04-27,2994.04,0
2013-04-28,2649.7916666666665,0
2013-04-29,3629.375,0
2013-04-30,3753.125,0
2013-05-01,3704.8260869565215,0
2013-05-02,4387.121951219512,0
2013-05-03,3690.0,0
2013-05-04,3594.4897959183672,0
2013-05-05,2552.16,0
2013-05-06,3611.75,0
2013-05-07,3837.5416666666665,0
2013-05-08,3754.3333333333335,0
2013-05-09,3776.9411764705883,0
2013-05-10,3837.5384615384614,0
2013-05-11,2187.3333333333335,0
2013-05-12,1844.4,0
2013-05-13,3604.7916666666665,0
2013-05-14,3811.8333333333335,0
2013-05-15,3847.25,0
2013-05-16,3837.7916666666665,0
2013-05-17,3740.695652173913,0
2013-05-18,3297.705882352941,0
2013-05-19,2309.230769230769,0
2013-05-20,4208.7441860465115,0
2013-05-21,3550.076923076923,0
2013-05-22,3571.808510638298,0
2013-05-23,3902.5384615384614,0
2013-05-24,3604.4166666666665,0
2013-05-25,2473.1481481481483,0
2013-05-26,1983.6923076923076,0
2013-05-27,1966.9583333333333,0
2013-05-28,3398.740740740741,0
2013-05-29,4175.241379310345,0
2013-05-30,3806.1,0
2013-05-31,3055.6944444444443,0
2013-06-01,2590.8928571428573,0
2013-06-02,2787.423076923077,0
2013-06-03,3613.9583333333335,0
2013-06-04,3707.1666666666665,0
2013-06-05,3671.1,0
2013-06-06,4071.0416666666665,0
2013-06-07,4045.3333333333335,0
2013-06-08,2832.2916666666665,0
2013-06-09,2441.16,0
2013-06-10,4215.4857142857145,0
2013-06-11,3587.7419354838707,0
2013-06-12,3697.6785714285716,0
2013-06-13,3660.1315789473683,0
2013-06-14,3856.9583333333335,0
2013-06-15,2786.2916666666665,0
2013-06-16,2827.2758620689656,0
2013-06-17,3489.1923076923076,0
2013-06-18,3870.8333333333335,0
2013-06-19,3179.4166666666665,0
2013-06-20,4386.8,0
2013-06-21,1816.375,0
2013-06-22,1121.15,0
2013-06-23,1839.904761904762,0
2013-06-24,4029.037037037037,0
2013-06-25,4019.230769230769,0
2013-06-26,3850.3333333333335,0
2013-06-27,3922.3333333333335,0
2013-06-28,3827.086956521739,0
2013-06-29,2963.0,0
2013-06-30,2231.233333333333,0
2013-07-01,3654.75,0
2013-07-02,3798.5833333333335,0
2013-07-03,3702.782608695652,0
2013-07-04,2098.1666666666665,0
2013-07-05,3006.521739130435,0
2013-07-06,2413.5652173913045,0
2013-07-07,2495.0833333333335,0
2013-07-08,3587.88,0
2013-07-09,3873.185185185185,0
2013-07-10,4080.925925925926,0
2013-07-11,3805.6521739130435,0
2013-07-12,3898.304347826087,0
2013-07-13,2793.0,0
2013-07-14,2277.9117647058824,0
2013-07-15,3028.3333333333335,0
2013-07-16,3806.190476190476,0
2013-07-17,3844.090909090909,0
2013-07-18,3837.5,0
2013-07-19,4129.130434782609,0
2013-07-20,3033.9565217391305,0
2013-07-21,2469.84,0
2013-07-22,4066.6071428571427,0
2013-07-23,3669.782608695652,0
2013-07-24,4004.1428571428573,0
2013-07-25,3867.4166666666665,0
2013-07-26,3548.4347826086955,0
2013-07-27,2670.28,0
2013-07-28,2632.8,0
2013-07-29,3601.304347826087,0
2013-07-30,3771.2608695652175,0
2013-07-31,4004.4411764705883,0
2013-08-01,3934.0333333333333,0
2013-08-02,3993.375,0
2013-08-03,2866.7727272727275,0
2013-08-04,2555.3333333333335,0
2013-08-05,3743.913043478261,0
2013-08-06,3535.483870967742,0
2013-08-07,3487.05,0
2013-08-08,4140.545454545455,0
2013-08-09,3998.6363636363635,0
2013-08-10,3089.909090909091,0
2013-08-11,2558.6521739130435,0
2013-08-12,3709.6666666666665,0
2013-08-13,3881.2916666666665,0
2013-08-14,3726.1052631578946,0
2013-08-15,3513.125,0
2013-08-16,4200.15,0
2013-08-17,2894.625,0
2013-08-18,2705.9565217391305,0
2013-08-19,3677.375,0
2013-08-20,3824.25,0
2013-08-21,3839.0,0
2013-08-22,3865.2916666666665,0
2013-08-23,4048.9565217391305,0
2013-08-24,3051.9285714285716,0
2013-08-25,2953.590909090909,0
2013-08-26,3820.1363636363635,0
2013-08-27,3162.0,0
2013-08-28,3212.0833333333335,0
2013-08-29,4517.642857142857,0
2013-08-30,4108.464285714285,0
2013-08-31,1321.0,0
2013-09-01,1712.0,0
2013-09-02,2438.0454545454545,0
2013-09-03,365.5,0
2013-09-04,4671.133333333333,0
2013-09-05,3621.2,0
2013-09-06,3806.0,0
2013-09-07,1925.6666666666667,0
2013-09-08,3148.25,0
2013-09-09,4133.4838709677415,0
2013-09-10,3717.3529411764707,0
2013-09-11,3979.6666666666665,0
2013-09-12,2942.0,0
2013-09-13,3968.4117647058824,0
2013-09-14,2850.8333333333335,0
2013-09-15,1952.9583333333333,0
2013-09-16,2899.9333333333334,0
2013-09-17,3030.318181818182,0
2013-09-18,3379.8695652173915,0
2013-09-19,3661.3529411764707,0
2013-09-20,3642.5333333333333,0
2013-09-21,2114.6,0
2013-09-22,2863.5454545454545,0
2013-09-23,3474.8571428571427,0
2013-09-24,3825.4166666666665,0
2013-09-25,3638.6470588235293,0
2013-09-26,3939.9545454545455,0
2013-09-27,3842.318181818182,0
2013-09-28,3184.5,0
2013-09-29,2592.7727272727275,0
2013-09-30,2636.4545454545455,0
2013-10-01,1984.5,0
2013-10-02,899.0,0
2013-10-03,4184.24,0
2013-10-04,3880.6666666666665,0
2013-10-05,2778.28125,0
2013-10-06,3315.8333333333335,0
2013-10-07,3459.8125,0
2013-10-08,4030.9166666666665,0
2013-10-09,3762.7083333333335,0
2013-10-10,3915.125,0
2013-10-11,3794.6666666666665,0
2013-10-12,3446.9285714285716,0
2013-10-13,2635.8888888888887,0
2013-10-14,3369.153846153846,0
2013-10-15,3710.3,0
2013-10-16,3997.5,0
2013-10-17,3880.7083333333335,0
2013-10-18,3057.0,0
2013-10-19,2960.9473684210525,0
2013-10-20,3022.777777777778,0
2013-10-21,4316.6,0
2013-10-22,3406.181818181818,0
2013-10-23,4273.181818181818,0
2013-10-24,4985.666666666667,0
2013-10-25,4479.0,0
2013-10-26,4264.75,0
2013-10-27,822.0,0
2013-10-28,1152.4555555555555,1
2013-10-29,1482.911111111111,1
2013-10-30,1813.3666666666668,1
2013-10-31,2143.822222222222,1
2013-11-01,2474.277777777778,1
2013-11-02,2804.7333333333336,1
2013-11-03,3135.188888888889,1
2013-11-04,3465.6444444444446,1
2013-11-05,3796.1000000000004,1
2013-11-06,4126.555555555556,0
2013-11-07,3798.1052631578946,0
2013-11-08,3863.782608695652,0
2013-11-09,2876.1304347826085,0
2013-11-10,2246.25,0
2013-11-11,3211.086956521739,0
2013-11-12,3697.625,0
2013-11-13,3830.5833333333335,0
2013-11-14,3738.7391304347825,0
2013-11-15,4168.0,0
2013-11-16,3152.8529411764707,0
2013-11-17,2186.6666666666665,0
2013-11-18,3209.9523809523807,0
2013-11-19,3691.2916666666665,0
2013-11-20,3677.230769230769,0
2013-11-21,3864.769230769231,0
2013-11-22,3963.3333333333335,0
2013-11-23,2774.4166666666665,0
2013-11-24,2218.2083333333335,0
2013-11-25,3246.714285714286,0
2013-11-26,3866.3333333333335,0
2013-11-27,3770.375,0
2013-11-28,2097.1739130434785,0
2013-11-29,2739.1304347826085,0
2013-11-30,2695.4166666666665,0
2013-12-01,2509.375,0
2013-12-02,3576.591836734694,0
2013-12-03,3948.6071428571427,0
2013-12-04,3097.7708333333335,0
2013-12-05,3582.4545454545455,0
2013-12-06,3666.0833333333335,0
2013-12-07,2648.7272727272725,0
2013-12-08,2001.1052631578948,0
2013-12-09,2622.5384615384614,0
2013-12-10,3238.1428571428573,0
2013-12-11,3390.5714285714284,0
2013-12-12,3599.625,0
2013-12-13,3589.1923076923076,0
2013-12-14,2432.0,0
2013-12-15,2268.5833333333335,0
2013-12-16,3040.576923076923,0
2013-12-17,3565.608695652174,0
2013-12-18,3684.7272727272725,0
2013-12-19,3502.12,0
2013-12-20,3019.777777777778,0
2013-12-21,2652.0434782608695,0
2013-12-22,2004.5,0
2013-12-23,2730.1428571428573,0
2013-12-24,2166.6451612903224,0
2013-12-25,1527.625,0
2013-12-26,2912.0,0
2013-12-27,2694.923076923077,0
2013-12-28,2076.657142857143,0
2013-12-29,1988.75,0
2013-12-30,2828.535714285714,0
2013-12-31,3034.7391304347825,0
2014-01-01,1637.4545454545455,0
2014-01-02,3301.5,0
2014-01-03,3970.6666666666665,0
2014-01-04,2277.96,0
2014-01-05,1643.4782608695652,0
2014-01-06,2268.5652173913045,0
2014-01-07,3029.2272727272725,0
2014-01-08,3286.4347826086955,0
2014-01-09,3754.1739130434785,0
2014-01-10,3332.185185185185,0
2014-01-11,2835.478260869565,0
2014-01-12,2063.0434782608695,0
2014-01-13,3146.3076923076924,0
2014-01-14,2780.2972972972975,0
2014-01-15,3542.3214285714284,0
2014-01-16,3487.1612903225805,0
2014-01-17,3821.5,0
2014-01-18,2557.875,0
2014-01-19,2314.521739130435,0
2014-01-20,2793.1304347826085,0
2014-01-21,3319.125,0
2014-01-22,3092.9655172413795,0
2014-01-23,3285.0,0
2014-01-24,3430.862068965517,0
2014-01-25,2743.4814814814813,0
2014-01-26,1492.8529411764705,0
2014-01-27,2637.8333333333335,0
2014-01-28,3153.8333333333335,0
2014-01-29,3451.7083333333335,0
2014-01-30,2599.6666666666665,0
2014-01-31,3638.75,0
2014-02-01,2852.5833333333335,0
2014-02-02,2091.0833333333335,0
2014-02-03,3345.8333333333335,0
2014-02-04,3557.75,0
2014-02-05,3479.0,0
2014-02-06,3604.9166666666665,0
2014-02-07,3711.3333333333335,0
2014-02-08,2752.5833333333335,0
2014-02-09,2284.0833333333335,0
2014-02-10,3375.625,0
2014-02-11,3403.125,0
2014-02-12,3478.8333333333335,0
2014-02-13,3582.125,0
2014-02-14,3857.1666666666665,0
2014-02-15,2509.7083333333335,0
2014-02-16,2241.0833333333335,0
2014-02-17,2471.875,0
2014-02-18,3572.4166666666665,0
2014-02-19,3662.625,0
2014-02-20,2788.3333333333335,0
2014-02-21,1943.0,0
2014-02-22,2192.1666666666665,0
2014-02-23,2123.75,0
2014-02-24,3210.375,0
2014-02-25,3047.3333333333335,0
2014-02-26,3362.375,0
2014-02-27,3498.2083333333335,0
2014-02-28,3674.5,0
2014-03-01,2731.7083333333335,0
2014-03-02,2212.1666666666665,0
2014-03-03,3415.75,0
2014-03-04,3000.0526315789475,0
2014-03-05,3592.7916666666665,0
2014-03-06,3720.5833333333335,0
2014-03-07,3775.5416666666665,0
2014-03-08,3231.8333333333335,0
2014-03-09,2680.1739130434785,0
2014-03-10,3503.2083333333335,0
2014-03-11,3625.5833333333335,0
2014-03-12,3687.3333333333335,0
2014-03-13,3755.9583333333335,0
2014-03-14,3742.2083333333335,0
2014-03-15,2956.7916666666665,0
2014-03-16,2385.1666666666665,0
2014-03-17,3304.0833333333335,0
2014-03-18,3495.7916666666665,0
2014-03-19,3379.6666666666665,0
2014-03-20,3699.25,0
2014-03-21,3668.4166666666665,0
2014-03-22,2863.75,0
2014-03-23,2281.4583333333335,0
2014-03-24,3356.25,0
2014-03-25,3597.5,0
2014-03-26,3761.625,0
2014-03-27,3555.6666666666665,0
2014-03-28,3825.0833333333335,0
2014-03-29,3005.2916666666665,0
2014-03-30,2468.375,0
2014-03-31,3428.0,0
2014-04-01,3488.2916666666665,0
2014-04-02,3607.1739130434785,0
2014-04-03,3384.0,0
2014-04-04,2888.7916666666665,0
2014-04-05,2953.2916666666665,0
2014-04-06,2364.25,0
2014-04-07,3602.9583333333335,0
2014-04-08,3812.0416666666665,0
2014-04-09,3831.2083333333335,0
2014-04-10,3921.1666666666665,0
2014-04-11,3949.625,0
2014-04-12,2975.0,0
2014-04-13,2445.9583333333335,0
2014-04-14,3543.9166666666665,0
2014-04-15,3773.8333333333335,0
2014-04-16,3557.0416666666665,0
2014-04-17,3676.7916666666665,0
2014-04-18,3721.875,0
2014-04-19,2693.25,0
2014-04-20,2400.7727272727275,0
2014-04-21,3912.9615384615386,0
2014-04-22,3716.9166666666665,0
2014-04-23,3669.875,0
2014-04-24,3792.125,0
2014-04-25,3898.0416666666665,0
2014-04-26,2072.5416666666665,0
2014-04-27,1925.2083333333333,0
2014-04-28,3463.0833333333335,0
2014-04-29,2511.5555555555557,0
2014-04-30,2625.6444444444446,1
2014-05-01,2739.7333333333336,1
2014-05-02,2853.822222222222,1
2014-05-03,2967.911111111111,1
2014-05-04,3082.0,0
2014-05-05,3639.7083333333335,0
2014-05-06,3451.095238095238,0
2014-05-07,3773.3333333333335,0
2014-05-08,3887.0178571428573,0
2014-05-09,3590.0,0
2014-05-10,2892.310344827586,0
2014-05-11,2095.5757575757575,0
2014-05-12,3524.404761904762,0
2014-05-13,3737.04,0
2014-05-14,3908.1666666666665,0
2014-05-15,3961.9583333333335,0
2014-05-16,3982.7083333333335,0
2014-05-17,3168.0833333333335,0
2014-05-18,2732.3333333333335,0
2014-05-19,3681.081632653061,0
2014-05-20,3825.7727272727275,0
2014-05-21,3763.0,0
2014-05-22,3812.2083333333335,0
2014-05-23,3712.3333333333335,0
2014-05-24,2597.9583333333335,0
2014-05-25,2189.5,0
2014-05-26,2097.8333333333335,0
2014-05-27,3547.9166666666665,0
2014-05-28,3788.3333333333335,0
2014-05-29,3857.5416666666665,0
2014-05-30,3904.1666666666665,0
2014-05-31,3060.72,0
2014-06-01,2099.9714285714285,0
2014-06-02,3079.8333333333335,0
2014-06-03,3613.5238095238096,0
2014-06-04,3561.0,0
2014-06-05,3783.44,0
2014-06-06,3881.7741935483873,0
2014-06-07,3244.5,0
2014-06-08,2507.7419354838707,0
2014-06-09,3619.4583333333335,0
2014-06-10,2792.769230769231,0
2014-06-11,3639.777777777778,0
2014-06-12,3157.1666666666665,0
2014-06-13,3713.6666666666665,0
2014-06-14,2722.1428571428573,0
2014-06-15,1824.4666666666667,0
2014-06-16,2715.5,0
2014-06-17,3126.0,0
2014-06-18,4193.0,0
2014-06-19,4311.428571428572,0
2014-06-20,4666.166666666667,0
2014-06-21,3558.6666666666665,0
2014-06-22,1964.0,0
2014-06-23,5489.166666666667,0
2014-06-24,3474.25,0
2014-06-25,4474.25,0
2014-06-26,3507.25,0
2014-06-27,4587.0,0
2014-06-28,3163.8571428571427,0
2014-06-29,2523.2,0
2014-06-30,2984.5,0
2014-07-01,4008.3333333333335,0
2014-07-02,3095.7272727272725,0
2014-07-03,5197.75,0
2014-07-04,2515.5,0
2014-07-05,2645.5714285714284,0
2014-07-06,2032.09375,0
2014-07-07,3504.3333333333335,0
2014-07-08,3737.2608695652175,0
2014-07-09,3917.4166666666665,0
2014-07-10,3924.125,0
2014-07-11,3908.2,0
2014-07-12,2976.3513513513512,0
2014-07-13,2606.9166666666665,0
2014-07-14,3527.913043478261,0
2014-07-15,3835.5833333333335,0
2014-07-16,3862.4166666666665,0
2014-07-17,3919.0833333333335,0
2014-07-18,3907.25,0
2014-07-19,2997.375,0
2014-07-20,2629.5416666666665,0
2014-07-21,3705.5416666666665,0
2014-07-22,3811.0833333333335,0
2014-07-23,3891.1666666666665,0
2014-07-24,519.3333333333334,0
2014-07-25,3791.793103448276,0
2014-07-26,2934.75,0
2014-07-27,2506.375,0
2014-07-28,3247.25,1
2014-07-29,3988.125,1
2014-07-30,4729.0,0
2014-07-31,4201.478260869565,0
2014-08-01,4094.8260869565215,0
2014-08-02,1041.142857142857,0
2014-08-03,3746.3846153846152,0
2014-08-04,4275.727272727273,0
2014-08-05,3643.923076923077,0
2014-08-06,3841.2758620689656,0
2014-08-07,3331.214285714286,0
2014-08-08,682.0,0
2014-08-09,689.1791530944625,1
2014-08-10,696.3583061889251,1
2014-08-11,703.5374592833876,1
2014-08-12,710.7166123778502,1
2014-08-13,717.8957654723127,1
2014-08-14,725.0749185667753,1
2014-08-15,732.2540716612377,1
2014-08-16,739.4332247557003,1
2014-08-17,746.6123778501628,1
2014-08-18,753.7915309446254,1
2014-08-19,760.9706840390879,1
2014-08-20,768.1498371335505,1
2014-08-21,775.328990228013,1
2014-08-22,782.5081433224756,1
2014-08-23,789.6872964169381,1
2014-08-24,796.8664495114007,1
2014-08-25,804.0456026058632,1
2014-08-26,811.2247557003257,1
2014-08-27,818.4039087947883,1
2014-08-28,825.5830618892508,1
2014-08-29,832.7622149837133,1
2014-08-30,839.9413680781759,1
2014-08-31,847.1205211726384,1
2014-09-01,854.299674267101,1
2014-09-02,861.4788273615635,1
2014-09-03,868.657980456026,1
2014-09-04,875.8371335504886,1
2014-09-05,883.0162866449512,1
2014-09-06,890.1954397394137,1
2014-09-07,897.3745928338762,1
2014-09-08,904.5537459283387,1
2014-09-09,911.7328990228013,1
2014-09-10,918.9120521172638,1
2014-09-11,926.0912052117263,1
2014-09-12,933.2703583061889,1
2014-09-13,940.4495114006514,1
2014-09-14,947.628664495114,1
2014-09-15,954.8078175895765,1
2014-09-16,961.9869706840391,1
2014-09-17,969.1661237785016,1
2014-09-18,976.3452768729642,1
2014-09-19,983.5244299674266,1
2014-09-20,990.7035830618893,1
2014-09-21,997.8827361563517,1
2014-09-22,1005.0618892508144,1
2014-09-23,1012.2410423452768,1
2014-09-24,1019.4201954397395,1
2014-09-25,1026.599348534202,1
2014-09-26,1033.7785016286643,1
2014-09-27,1040.957654723127,1
2014-09-28,1048.1368078175897,1
2014-09-29,1055.315960912052,1
2014-09-30,1062.4951140065145,1
2014-10-01,1069.6742671009772,1
2014-10-02,1076.8534201954396,1
2014-10-03,1084.0325732899023,1
2014-10-04,1091.2117263843647,1
2014-10-05,1098.3908794788274,1
2014-10-06,1105.5700325732898,1
2014-10-07,1112.7491856677525,1
2014-10-08,1119.928338762215,1
2014-10-09,1127.1074918566774,1
2014-10-10,1134.28664495114,1
2014-10-11,1141.4657980456027,1
2014-10-12,1148.6449511400651,1
2014-10-13,1155.8241042345276,1
2014-10-14,1163.0032573289902,1
2014-10-15,1170.1824104234527,1
2014-10-16,1177.3615635179153,1
2014-10-17,1184.5407166123778,1
2014-10-18,1191.7198697068404,1
2014-10-19,1198.8990228013029,1
2014-10-20,1206.0781758957655,1
2014-10-21,1213.257328990228,1
2014-10-22,1220.4364820846904,1
2014-10-23,1227.615635179153,1
2014-10-24,1234.7947882736157,1
2014-10-25,1241.9739413680782,1
2014-10-26,1249.1530944625406,1
2014-10-27,1256.3322475570033,1
2014-10-28,1263.511400651466,1
2014-10-29,1270.6905537459284,1
2014-10-30,1277.8697068403908,1
2014-10-31,1285.0488599348532,1
2014-11-01,1292.228013029316,1
2014-11-02,1299.4071661237786,1
2014-11-03,1306.586319218241,1
2014-11-04,1313.7654723127034,1
2014-11-05,1320.944625407166,1
2014-11-06,1328.1237785016287,1
2014-11-07,1335.3029315960912,1
2014-11-08,1342.4820846905536,1
2014-11-09,1349.6612377850163,1
2014-11-10,1356.840390879479,1
2014-11-11,1364.0195439739414,1
2014-11-12,1371.1986970684038,1
2014-11-13,1378.3778501628663,1
2014-11-14,1385.557003257329,1
2014-11-15,1392.7361563517916,1
2014-11-16,1399.915309446254,1
2014-11-17,1407.0944625407164,1
2014-11-18,1414.273615635179,1
2014-11-19,1421.4527687296418,1
2014-11-20,1428.6319218241042,1
2014-11-21,1435.8110749185666,1
2014-11-22,1442.9902280130293,1
2014-11-23,1450.169381107492,1
2014-11-24,1457.3485342019544,1
2014-11-25,1464.5276872964168,1
2014-11-26,1471.7068403908793,1
2014-11-27,1478.885993485342,1
2014-11-28,1486.0651465798046,1
2014-11-29,1493.244299674267,1
2014-11-30,1500.4234527687295,1
2014-12-01,1507.6026058631921,1
2014-12-02,1514.7817589576548,1
2014-12-03,1521.9609120521172,1
2014-12-04,1529.1400651465797,1
2014-12-05,1536.3192182410423,1
2014-12-06,1543.498371335505,1
2014-12-07,1550.6775244299674,1
2014-12-08,1557.8566775244299,1
2014-12-09,1565.0358306188923,1
2014-12-10,1572.214983713355,1
2014-12-11,1579.3941368078176,1
2014-12-12,1586.57328990228,1
2014-12-13,1593.7524429967425,1
2014-12-14,1600.9315960912052,1
2014-12-15,1608.1107491856678,1
2014-12-16,1615.2899022801303,1
2014-12-17,1622.4690553745927,1
2014-12-18,1629.6482084690554,1
2014-12-19,1636.827361563518,1
2014-12-20,1644.0065146579805,1
2014-12-21,1651.185667752443,1
2014-12-22,1658.3648208469053,1
2014-12-23,1665.543973941368,1
2014-12-24,1672.7231270358307,1
2014-12-25,1679.902280130293,1
2014-12-26,1687.0814332247555,1
2014-12-27,1694.2605863192182,1
2014-12-28,1701.4397394136809,1
2014-12-29,1708.6188925081433,1
2014-12-30,1715.7980456026057,1
2014-12-31,1722.9771986970684,1
2015-01-01,1730.1563517915308,1
2015-01-02,1737.3355048859935,1
2015-01-03,1744.514657980456,1
2015-01-04,1751.6938110749186,1
2015-01-05,1758.872964169381,1
2015-01-06,1766.0521172638437,1
